epoch,train_loss,train_acc,test_loss,test_acc
1,0.7804597062811198,0.7633802816901408,0.7609809266213317,0.7842509603072984
2,0.7412031441685282,0.8044921041399915,0.7445400629753849,0.8023474178403756
3,0.7193859014025723,0.8280516431924883,0.7550885877902316,0.7927016645326505
